country,continent,year,gdp_pc,life_exp,pop,lgdp_pc
"Congo, Rep. ",Africa ,1952,2125.62,42.11,854885,7.661819
"Congo, Rep. ",Africa ,1957,2315.06,45.05,940458,7.747191
"Congo, Rep. ",Africa ,1962,2464.78,48.44,1047924,7.8098578
"Congo, Rep. ",Africa ,1967,2677.94,52.04,1179760,7.8928032
"Congo, Rep. ",Africa ,1972,3213.15,54.91,1340458,8.0750074
"Congo, Rep. ",Africa ,1977,3259.18,55.63,1536769,8.0892305
"Congo, Rep. ",Africa ,1982,4879.51,56.7,1774735,8.4927998
"Congo, Rep. ",Africa ,1987,4201.19,57.47,2064095,8.3431234
"Congo, Rep. ",Africa ,1992,4016.24,56.43,2409073,8.2981014
"Congo, Rep. ",Africa ,1997,3484.16,52.96,2800947,8.155982
"Congo, Rep. ",Africa ,2002,3484.06,52.97,3328795,8.1559534
"Congo, Rep. ",Africa ,2007,3632.56,55.32,3800610,8.1976929
Costa Rica ,Americas ,1952,2627.01,57.21,926317,7.8736014
Costa Rica ,Americas ,1957,2990.01,60.03,1112300,8.0030317
Costa Rica ,Americas ,1962,3460.94,62.84,1345187,8.1492958
Costa Rica ,Americas ,1967,4161.73,65.42,1588717,8.3336859
Costa Rica ,Americas ,1972,5118.15,67.85,1834796,8.5405483
Costa Rica ,Americas ,1977,5926.88,70.75,2108457,8.687253
Costa Rica ,Americas ,1982,5262.73,73.45,2424367,8.5684052
Costa Rica ,Americas ,1987,5629.92,74.75,2799811,8.6358509
Costa Rica ,Americas ,1992,6160.42,75.71,3173216,8.7259007
Costa Rica ,Americas ,1997,6677.05,77.26,3518107,8.8064318
Costa Rica ,Americas ,2002,7723.45,78.12,3834934,8.9520168
Costa Rica ,Americas ,2007,9645.06,78.78,4133884,9.174201
Cote d'Ivoire ,Africa ,1952,1388.59,40.48,2977019,7.2360439
Cote d'Ivoire ,Africa ,1957,1500.9,42.47,3300000,7.3138204
Cote d'Ivoire ,Africa ,1962,1728.87,44.93,3832408,7.4552231
Cote d'Ivoire ,Africa ,1967,2052.05,47.35,4744870,7.6265945
Cote d'Ivoire ,Africa ,1972,2378.2,49.8,6071696,7.7740993
Cote d'Ivoire ,Africa ,1977,2517.74,52.37,7459574,7.8311172
Cote d'Ivoire ,Africa ,1982,2602.71,53.98,9025951,7.8643084
Cote d'Ivoire ,Africa ,1987,2156.96,54.66,10761098,7.676455
Cote d'Ivoire ,Africa ,1992,1648.07,52.04,12772596,7.4073601
Cote d'Ivoire ,Africa ,1997,1786.27,47.99,14625967,7.487885
Cote d'Ivoire ,Africa ,2002,1648.8,46.83,16252726,7.4078031
Cote d'Ivoire ,Africa ,2007,1544.75,48.33,18013409,7.3426175
Croatia ,Europe ,1952,3119.24,61.21,3882229,8.0453444
Croatia ,Europe ,1957,4338.23,64.77,3991242,8.3752213
Croatia ,Europe ,1962,5477.89,67.13,4076557,8.6084757
Croatia ,Europe ,1967,6960.3,68.5,4174366,8.8479776
Croatia ,Europe ,1972,9164.09,69.61,4225310,9.1230478
Croatia ,Europe ,1977,11305.39,70.64,4318673,9.3330345
Croatia ,Europe ,1982,13221.82,70.46,4413368,9.489624
Croatia ,Europe ,1987,13822.58,71.52,4484310,9.5340586
Croatia ,Europe ,1992,8447.79,72.53,4494013,9.0416603
Croatia ,Europe ,1997,9875.6,73.68,4444595,9.1978226
Croatia ,Europe ,2002,11628.39,74.88,4481020,9.3612051
Croatia ,Europe ,2007,14619.22,75.75,4493312,9.5900927
Cuba ,Americas ,1952,5586.54,59.42,6007797,8.6281157
Cuba ,Americas ,1957,6092.17,62.33,6640752,8.7147598
Cuba ,Americas ,1962,5180.76,65.25,7254373,8.5527067
Cuba ,Americas ,1967,5690.27,68.29,8139332,8.646513
Cuba ,Americas ,1972,5305.45,70.72,8831348,8.5764894
Cuba ,Americas ,1977,6380.49,72.65,9537988,8.7610006
Cuba ,Americas ,1982,7316.92,73.72,9789224,8.8979445
Cuba ,Americas ,1987,7532.92,74.17,10239839,8.9270382
Cuba ,Americas ,1992,5592.84,74.41,10723260,8.6292429
Cuba ,Americas ,1997,5431.99,76.15,10983007,8.6000605
Cuba ,Americas ,2002,6340.65,77.16,11226999,8.7547369
Cuba ,Americas ,2007,8948.1,78.27,11416987,9.0991964
Czech Republic ,Europe ,1952,6876.14,66.87,9125183,8.8358126
Czech Republic ,Europe ,1957,8256.34,69.03,9513758,9.0187368
Czech Republic ,Europe ,1962,10136.87,69.9,9620282,9.2239342
Czech Republic ,Europe ,1967,11399.44,70.38,9835109,9.3413191
Czech Republic ,Europe ,1972,13108.45,70.29,9862158,9.4810123
Czech Republic ,Europe ,1977,14800.16,70.71,10161915,9.6023932
Czech Republic ,Europe ,1982,15377.23,70.96,10303704,9.6406431
Czech Republic ,Europe ,1987,16310.44,71.58,10311597,9.6995611
Czech Republic ,Europe ,1992,14297.02,72.4,10315702,9.5678062
Czech Republic ,Europe ,1997,16048.51,74.01,10300707,9.6833715
Czech Republic ,Europe ,2002,17596.21,75.51,10256295,9.7754393
Czech Republic ,Europe ,2007,22833.31,76.49,10228744,10.035975
Denmark ,Europe ,1952,9692.39,70.78,4334000,9.1790962
Denmark ,Europe ,1957,11099.66,71.81,4487831,9.3146696
Denmark ,Europe ,1962,13583.31,72.35,4646899,9.5165968
Denmark ,Europe ,1967,15937.21,72.96,4838800,9.6764116
Denmark ,Europe ,1972,18866.21,73.47,4991596,9.8451281
Denmark ,Europe ,1977,20422.9,74.69,5088419,9.9244118
Denmark ,Europe ,1982,21688.04,74.63,5117810,9.9845161
Denmark ,Europe ,1987,25116.18,74.8,5127024,10.131268
Denmark ,Europe ,1992,26406.74,75.33,5171393,10.181375
Denmark ,Europe ,1997,29804.35,76.11,5283663,10.302409
Denmark ,Europe ,2002,32166.5,77.18,5374693,10.378681
Denmark ,Europe ,2007,35278.42,78.33,5468120,10.471026
Djibouti ,Africa ,1952,2669.53,34.81,63149,7.8896575
Djibouti ,Africa ,1957,2864.97,37.33,71851,7.9603133
Djibouti ,Africa ,1962,3020.99,39.69,89898,8.01334
Djibouti ,Africa ,1967,3020.05,42.07,127617,8.0130291
Djibouti ,Africa ,1972,3694.21,44.37,178848,8.2145224
Djibouti ,Africa ,1977,3081.76,46.52,228694,8.0332565
Djibouti ,Africa ,1982,2879.47,48.81,305991,7.9653616
Djibouti ,Africa ,1987,2880.1,50.04,311025,7.9655805
Djibouti ,Africa ,1992,2377.16,51.6,384156,7.7736616
Djibouti ,Africa ,1997,1895.02,53.16,417908,7.5469847
Djibouti ,Africa ,2002,1908.26,53.37,447416,7.553947
Djibouti ,Africa ,2007,2082.48,54.79,496374,7.641315
Dominican Republic ,Americas ,1952,1397.72,45.93,2491346,7.2425976
Dominican Republic ,Americas ,1957,1544.4,49.83,2923186,7.3423905
Dominican Republic ,Americas ,1962,1662.14,53.46,3453434,7.4158611
Dominican Republic ,Americas ,1967,1653.72,56.75,4049146,7.4107823
Dominican Republic ,Americas ,1972,2189.87,59.63,4671329,7.6915975
Dominican Republic ,Americas ,1977,2681.99,61.79,5302800,7.8943143
Dominican Republic ,Americas ,1982,2861.09,63.73,5968349,7.9589581
Dominican Republic ,Americas ,1987,2899.84,66.05,6655297,7.9724107
Dominican Republic ,Americas ,1992,3044.21,68.46,7351181,8.020997
Dominican Republic ,Americas ,1997,3614.1,69.96,7992357,8.1925983
Dominican Republic ,Americas ,2002,4563.81,70.85,8650322,8.4259129
Dominican Republic ,Americas ,2007,6025.37,72.24,9319622,8.7037344
Ecuador ,Americas ,1952,3522.11,48.36,3548753,8.1668158
Ecuador ,Americas ,1957,3780.55,51.36,4058385,8.2376251
Ecuador ,Americas ,1962,4086.11,54.64,4681707,8.3153486
Ecuador ,Americas ,1967,4579.07,56.68,5432424,8.4292517
Ecuador ,Americas ,1972,5280.99,58.8,6298651,8.5718689
Ecuador ,Americas ,1977,6679.62,61.31,7278866,8.8068161
Ecuador ,Americas ,1982,7213.79,64.34,8365850,8.88375
Ecuador ,Americas ,1987,6481.78,67.23,9545158,8.7767506
Ecuador ,Americas ,1992,7103.7,69.61,10748394,8.868371
Ecuador ,Americas ,1997,7429.46,72.31,11911819,8.913208
Ecuador ,Americas ,2002,5773.04,74.17,12921234,8.6609545
Ecuador ,Americas ,2007,6873.26,74.99,13755680,8.8353939
Egypt ,Africa ,1952,1418.82,41.89,22223309,7.2575808
Egypt ,Africa ,1957,1458.92,44.44,25009741,7.2854519
Egypt ,Africa ,1962,1693.34,46.99,28173309,7.4344583
Egypt ,Africa ,1967,1814.88,49.29,31681188,7.5037746
Egypt ,Africa ,1972,2024.01,51.14,34807417,7.6128359
Egypt ,Africa ,1977,2785.49,53.32,38783863,7.932179
Egypt ,Africa ,1982,3503.73,56.01,45681811,8.1615829
Egypt ,Africa ,1987,3885.46,59.8,52799062,8.2649965
Egypt ,Africa ,1992,3794.76,63.67,59402198,8.2413769
Egypt ,Africa ,1997,4173.18,67.22,66134291,8.3364334
Egypt ,Africa ,2002,4754.6,69.81,73312559,8.4668674
Egypt ,Africa ,2007,5581.18,71.34,80264543,8.6271553
El Salvador ,Americas ,1952,3048.3,45.26,2042865,8.0223389
El Salvador ,Americas ,1957,3421.52,48.57,2355805,8.1378403
El Salvador ,Americas ,1962,3776.8,52.31,2747687,8.2366323
El Salvador ,Americas ,1967,4358.6,55.86,3232927,8.3799067
El Salvador ,Americas ,1972,4520.25,58.21,3790903,8.4163227
El Salvador ,Americas ,1977,5138.92,56.7,4282586,8.5445986
El Salvador ,Americas ,1982,4098.34,56.6,4474873,8.3183374
El Salvador ,Americas ,1987,4140.44,63.15,4842194,8.328557
El Salvador ,Americas ,1992,4444.23,66.8,5274649,8.3993616
El Salvador ,Americas ,1997,5154.83,69.54,5783439,8.5476894
El Salvador ,Americas ,2002,5351.57,70.73,6353681,8.585145
El Salvador ,Americas ,2007,5728.35,71.88,6939688,8.653183
Equatorial Guinea ,Africa ,1952,375.64,34.48,216964,5.9286313
Equatorial Guinea ,Africa ,1957,426.1,35.98,232922,6.0546741
Equatorial Guinea ,Africa ,1962,582.84,37.49,249220,6.3679128
Equatorial Guinea ,Africa ,1967,915.6,38.99,259864,6.8195796
Equatorial Guinea ,Africa ,1972,672.41,40.52,277603,6.5108681
Equatorial Guinea ,Africa ,1977,958.57,42.02,192675,6.8654428
Equatorial Guinea ,Africa ,1982,927.83,43.66,285483,6.8328485
Equatorial Guinea ,Africa ,1987,966.9,45.66,341244,6.874095
Equatorial Guinea ,Africa ,1992,1132.06,47.55,387838,7.0317941
Equatorial Guinea ,Africa ,1997,2814.48,48.25,439971,7.942533
Equatorial Guinea ,Africa ,2002,7703.5,49.35,495627,8.9494305
Equatorial Guinea ,Africa ,2007,12154.09,51.58,551201,9.4054213
Eritrea ,Africa ,1952,328.94,35.93,1438760,5.7958755
Eritrea ,Africa ,1957,344.16,38.05,1542611,5.8411069
Eritrea ,Africa ,1962,381,40.16,1666618,5.9427996
Eritrea ,Africa ,1967,468.79,42.19,1820319,6.1501551
Eritrea ,Africa ,1972,514.32,44.14,2260187,6.2428455
Eritrea ,Africa ,1977,505.75,44.54,2512642,6.2260423
Eritrea ,Africa ,1982,524.88,43.89,2637297,6.2631698
Eritrea ,Africa ,1987,521.13,46.45,2915959,6.2559996
Eritrea ,Africa ,1992,582.86,49.99,3668440,6.3679471
Eritrea ,Africa ,1997,913.47,53.38,4058319,6.8172507
Eritrea ,Africa ,2002,765.35,55.24,4414865,6.6403332
Eritrea ,Africa ,2007,641.37,58.04,4906585,6.4636064
Ethiopia ,Africa ,1952,362.15,34.08,20860941,5.8920584
Ethiopia ,Africa ,1957,378.9,36.67,22815614,5.9372725
Ethiopia ,Africa ,1962,419.46,40.06,25145372,6.0389681
Ethiopia ,Africa ,1967,516.12,42.12,27860297,6.2463393
Ethiopia ,Africa ,1972,566.24,43.52,30770372,6.3390179
Ethiopia ,Africa ,1977,556.81,44.51,34617799,6.3222241
Ethiopia ,Africa ,1982,577.86,44.92,38111756,6.3593316
Ethiopia ,Africa ,1987,573.74,46.68,42999530,6.3521762
Ethiopia ,Africa ,1992,421.35,48.09,52088559,6.0434637
Ethiopia ,Africa ,1997,515.89,49.4,59861301,6.2458935
Ethiopia ,Africa ,2002,530.05,50.73,67946797,6.2729712
Ethiopia ,Africa ,2007,690.81,52.95,76511887,6.5378647
Finland ,Europe ,1952,6424.52,66.55,4090500,8.7678776
Finland ,Europe ,1957,7545.42,67.49,4324000,8.9286957
Finland ,Europe ,1962,9371.84,68.75,4491443,9.1454649
Finland ,Europe ,1967,10921.64,69.83,4605744,9.298501
Finland ,Europe ,1972,14358.88,70.87,4639657,9.5721235
Finland ,Europe ,1977,15605.42,72.52,4738902,9.6553736
Finland ,Europe ,1982,18533.16,74.55,4826933,9.8273172
Finland ,Europe ,1987,21141.01,74.83,4931729,9.9589701
Finland ,Europe ,1992,20647.16,75.7,5041039,9.9353333
Finland ,Europe ,1997,23723.95,77.13,5134406,10.074241
Finland ,Europe ,2002,28204.59,78.37,5193039,10.24724
Finland ,Europe ,2007,33207.08,79.31,5238460,10.410519
France ,Europe ,1952,7029.81,67.41,42459667,8.8579149
France ,Europe ,1957,8662.83,68.93,44310863,9.0667963
France ,Europe ,1962,10560.49,70.51,47124000,9.2648754
France ,Europe ,1967,12999.92,71.55,49569000,9.4726982
France ,Europe ,1972,16107.19,72.38,51732000,9.6870213
France ,Europe ,1977,18292.64,73.83,53165019,9.8142538
France ,Europe ,1982,20293.9,74.89,54433565,9.9180756
France ,Europe ,1987,22066.44,76.34,55630100,10.001813
France ,Europe ,1992,24703.8,77.46,57374179,10.114713
France ,Europe ,1997,25889.78,78.64,58623428,10.161604
France ,Europe ,2002,28926.03,79.59,59925035,10.272497
France ,Europe ,2007,30470.02,80.66,61083916,10.324498
Gabon ,Africa ,1952,4293.48,37,420702,8.3648529
Gabon ,Africa ,1957,4976.2,39,434904,8.5124216
Gabon ,Africa ,1962,6631.46,40.49,455661,8.7995806
Gabon ,Africa ,1967,8358.76,44.6,489004,9.031065
Gabon ,Africa ,1972,11401.95,48.69,537977,9.3415394
Gabon ,Africa ,1977,21745.57,52.79,706367,9.9871655
Gabon ,Africa ,1982,15113.36,56.56,753874,9.6233339
Gabon ,Africa ,1987,11864.41,60.19,880397,9.3812981
Gabon ,Africa ,1992,13522.16,61.37,985739,9.512085
Gabon ,Africa ,1997,14722.84,60.46,1126189,9.5971556
Gabon ,Africa ,2002,12521.71,56.76,1299304,9.4352188
Gabon ,Africa ,2007,13206.48,56.74,1454867,9.4884624
Gambia ,Africa ,1952,485.23,30,284320,6.1846232
Gambia ,Africa ,1957,520.93,32.07,323150,6.2556157
Gambia ,Africa ,1962,599.65,33.9,374020,6.3963461
Gambia ,Africa ,1967,734.78,35.86,439593,6.5995712
Gambia ,Africa ,1972,756.09,38.31,517101,6.6281605
Gambia ,Africa ,1977,884.76,41.84,608274,6.7853165
Gambia ,Africa ,1982,835.81,45.58,715523,6.7284012
Gambia ,Africa ,1987,611.66,49.27,848406,6.4161768
Gambia ,Africa ,1992,665.62,52.64,1025384,6.5007191
Gambia ,Africa ,1997,653.73,55.86,1235767,6.4826946
Gambia ,Africa ,2002,660.59,58.04,1457766,6.4931335
Gambia ,Africa ,2007,752.75,59.45,1688359,6.623733
Germany ,Europe ,1952,7144.11,67.5,69145952,8.8740435
Germany ,Europe ,1957,10187.83,69.1,71019069,9.2289495
Germany ,Europe ,1962,12902.46,70.3,73739117,9.4651737
Germany ,Europe ,1967,14745.63,70.8,76368453,9.5987024
Germany ,Europe ,1972,18016.18,71,78717088,9.7990255
Germany ,Europe ,1977,20512.92,72.5,78160773,9.9288101
Germany ,Europe ,1982,22031.53,73.8,78335266,10.00023
Germany ,Europe ,1987,24639.19,74.85,77718298,10.112094
Germany ,Europe ,1992,26505.3,76.07,80597764,10.1851
Germany ,Europe ,1997,27788.88,77.34,82011073,10.232391
Germany ,Europe ,2002,30035.8,78.67,82350671,10.310145
Germany ,Europe ,2007,32170.37,79.41,82400996,10.378801
Ghana ,Africa ,1952,911.3,43.15,5581001,6.8148723
Ghana ,Africa ,1957,1043.56,44.78,6391288,6.9503932
Ghana ,Africa ,1962,1190.04,46.45,7355248,7.0817423
Ghana ,Africa ,1967,1125.7,48.07,8490213,7.0261602
Ghana ,Africa ,1972,1178.22,49.88,9354120,7.0717602
Ghana ,Africa ,1977,993.22,51.76,10538093,6.9009523
Ghana ,Africa ,1982,876.03,53.74,11400338,6.7754002
Ghana ,Africa ,1987,847.01,55.73,14168101,6.7417126
Ghana ,Africa ,1992,925.06,57.5,16278738,6.8298588
Ghana ,Africa ,1997,1005.25,58.56,18418288,6.9129915
Ghana ,Africa ,2002,1111.98,58.45,20550751,7.0138974
Ghana ,Africa ,2007,1327.61,60.02,22873338,7.1911354
Greece ,Europe ,1952,3530.69,65.86,7733250,8.1692486
Greece ,Europe ,1957,4916.3,67.86,8096218,8.5003119
Greece ,Europe ,1962,6017.19,69.51,8448233,8.7023754
Greece ,Europe ,1967,8513.1,71,8716441,9.0493612
Greece ,Europe ,1972,12724.83,72.34,8888628,9.4513102
Greece ,Europe ,1977,14195.52,73.68,9308479,9.5606813
Greece ,Europe ,1982,15268.42,75.24,9786480,9.6335421
Greece ,Europe ,1987,16120.53,76.67,9974490,9.687849
Greece ,Europe ,1992,17541.5,77.03,10325429,9.7723246
Greece ,Europe ,1997,18747.7,77.87,10502372,9.8388262
Greece ,Europe ,2002,22514.25,78.26,10603863,10.021904
Greece ,Europe ,2007,27538.41,79.48,10706290,10.223337
Guatemala ,Americas ,1952,2428.24,42.02,3146381,7.7949219
Guatemala ,Americas ,1957,2617.16,44.14,3640876,7.8698449
Guatemala ,Americas ,1962,2750.36,46.95,4208858,7.919487
Guatemala ,Americas ,1967,3242.53,50.02,4690773,8.0841093
Guatemala ,Americas ,1972,4031.41,53.74,5149581,8.3018713
Guatemala ,Americas ,1977,4879.99,56.03,5703430,8.492898
Guatemala ,Americas ,1982,4820.49,58.14,6395630,8.4806309
Guatemala ,Americas ,1987,4246.49,60.78,7326406,8.3538485
Guatemala ,Americas ,1992,4439.45,63.37,8486949,8.3982859
Guatemala ,Americas ,1997,4684.31,66.32,9803875,8.4519739
Guatemala ,Americas ,2002,4858.35,68.98,11178650,8.4884539
Guatemala ,Americas ,2007,5186.05,70.26,12572928,8.5537271
Guinea ,Africa ,1952,510.2,33.61,2664249,6.2348027
Guinea ,Africa ,1957,576.27,34.56,2876726,6.3565764
Guinea ,Africa ,1962,686.37,35.75,3140003,6.5314169
Guinea ,Africa ,1967,708.76,37.2,3451418,6.5635171
Guinea ,Africa ,1972,741.67,38.84,3811387,6.6089044
Guinea ,Africa ,1977,874.69,40.76,4227026,6.7738695
Guinea ,Africa ,1982,857.25,42.89,4710497,6.7537298
Guinea ,Africa ,1987,805.57,45.55,5650262,6.6915503
Guinea ,Africa ,1992,794.35,48.58,6990574,6.6775241
Guinea ,Africa ,1997,869.45,51.46,8048834,6.7678609
Guinea ,Africa ,2002,945.58,53.68,8807818,6.8517985
Guinea ,Africa ,2007,942.65,56.01,9947814,6.8486953
Guinea-Bissau ,Africa ,1952,299.85,32.5,580653,5.7032824
Guinea-Bissau ,Africa ,1957,431.79,33.49,601095,6.0679393
Guinea-Bissau ,Africa ,1962,522.03,34.49,627820,6.2577252
Guinea-Bissau ,Africa ,1967,715.58,35.49,601287,6.5730934
Guinea-Bissau ,Africa ,1972,820.22,36.49,625361,6.7095728
Guinea-Bissau ,Africa ,1977,764.73,37.47,745228,6.639523
Guinea-Bissau ,Africa ,1982,838.12,39.33,825987,6.7311611
Guinea-Bissau ,Africa ,1987,736.42,41.25,927524,6.6018004
Guinea-Bissau ,Africa ,1992,745.54,43.27,1050938,6.6141086
Guinea-Bissau ,Africa ,1997,796.66,44.87,1193708,6.680428
Guinea-Bissau ,Africa ,2002,575.7,45.5,1332459,6.3555865
Guinea-Bissau ,Africa ,2007,579.23,46.39,1472041,6.3616996
Haiti ,Americas ,1952,1840.37,37.58,3201488,7.5177221
Haiti ,Americas ,1957,1726.89,40.7,3507701,7.4540772
Haiti ,Americas ,1962,1796.59,43.59,3880130,7.4936457
Haiti ,Americas ,1967,1452.06,46.24,4318137,7.2807384
Haiti ,Americas ,1972,1654.46,48.04,4698301,7.4112301
Haiti ,Americas ,1977,1874.3,49.92,4908554,7.5359907
Haiti ,Americas ,1982,2011.16,51.46,5198399,7.6064668
Haiti ,Americas ,1987,1823.02,53.64,5756203,7.5082498
Haiti ,Americas ,1992,1456.31,55.09,6326682,7.2836609
Haiti ,Americas ,1997,1341.73,56.67,6913545,7.201715
Haiti ,Americas ,2002,1270.36,58.14,7607651,7.1470556
Haiti ,Americas ,2007,1201.64,60.92,8502814,7.0914426
Honduras ,Americas ,1952,2194.93,41.91,1517453,7.6939054
Honduras ,Americas ,1957,2220.49,44.67,1770390,7.705483
Honduras ,Americas ,1962,2291.16,48.04,2090162,7.7368135
Honduras ,Americas ,1967,2538.27,50.92,2500689,7.8392382
Honduras ,Americas ,1972,2529.84,53.88,2965146,7.8359113
Honduras ,Americas ,1977,3203.21,57.4,3055235,8.071909
Honduras ,Americas ,1982,3121.76,60.91,3669448,8.0461521
Honduras ,Americas ,1987,3023.1,64.49,4372203,8.0140381
Honduras ,Americas ,1992,3081.69,66.4,5077347,8.0332336
Honduras ,Americas ,1997,3160.45,67.66,5867957,8.0584698
Honduras ,Americas ,2002,3099.73,68.57,6677328,8.0390701
Honduras ,Americas ,2007,3548.33,70.2,7483763,8.1742325
"Hong Kong, China ",Asia ,1952,3054.42,60.96,2125900,8.0243454
"Hong Kong, China ",Asia ,1957,3629.08,64.75,2736300,8.1967344
"Hong Kong, China ",Asia ,1962,4692.65,67.65,3305200,8.4537525
"Hong Kong, China ",Asia ,1967,6197.96,70,3722800,8.7319756
"Hong Kong, China ",Asia ,1972,8315.93,72,4115700,9.0259285
"Hong Kong, China ",Asia ,1977,11186.14,73.6,4583700,9.3224306
"Hong Kong, China ",Asia ,1982,14560.53,75.45,5264500,9.5860701
"Hong Kong, China ",Asia ,1987,20038.47,76.2,5584510,9.9054089
"Hong Kong, China ",Asia ,1992,24757.6,77.6,5829696,10.116888
"Hong Kong, China ",Asia ,1997,28377.63,80,6495918,10.253356
"Hong Kong, China ",Asia ,2002,30209.02,81.5,6762476,10.315896
"Hong Kong, China ",Asia ,2007,39724.98,82.21,6980412,10.589735
